   5156.00000000000        5135.00000000000        4933.00000000000     
   4885.00000000000        4602.00000000000        4491.00000000000     
   4375.00000000000        4373.00000000000        4140.00000000000     
   4018.00000000000        3911.00000000000        3868.00000000000     
   3858.00000000000        3849.00000000000        3830.00000000000     
   3814.00000000000        3743.00000000000        3572.00000000000     
   3513.00000000000        3479.00000000000        3471.00000000000     
   3411.00000000000        3372.00000000000        3175.00000000000     
   3145.00000000000        3089.00000000000        3081.00000000000     
   2875.00000000000        2735.00000000000        2437.00000000000     
   2419.00000000000        2070.00000000000        2036.00000000000     
   1893.00000000000        1734.00000000000        1706.00000000000     
   1512.00000000000        1392.00000000000        1363.00000000000     
   1273.00000000000        979.000000000000        966.000000000000     
   808.000000000000        731.000000000000        716.000000000000     
   644.000000000000        382.000000000000     
   5202.00000000000        5181.00000000000        4979.00000000000     
   4931.00000000000        4648.00000000000        4537.00000000000     
   4421.00000000000        4419.00000000000        4186.00000000000     
   4064.00000000000        3957.00000000000        3914.00000000000     
   3904.00000000000        3895.00000000000        3876.00000000000     
   3860.00000000000        3789.00000000000        3618.00000000000     
   3559.00000000000        3525.00000000000        3517.00000000000     
   3457.00000000000        3418.00000000000        3221.00000000000     
   3191.00000000000        3135.00000000000        3127.00000000000     
   2921.00000000000        2781.00000000000        2483.00000000000     
   2465.00000000000        2116.00000000000        2082.00000000000     
   1939.00000000000        1780.00000000000        1752.00000000000     
   1558.00000000000        1438.00000000000        1409.00000000000     
   1319.00000000000        1025.00000000000        1012.00000000000     
   854.000000000000        777.000000000000        762.000000000000     
   690.000000000000        428.000000000000     
   5302.00000000000        5281.00000000000        5079.00000000000     
   5031.00000000000        4748.00000000000        4637.00000000000     
   4521.00000000000        4519.00000000000        4286.00000000000     
   4164.00000000000        4057.00000000000        4014.00000000000     
   4004.00000000000        3995.00000000000        3976.00000000000     
   3960.00000000000        3889.00000000000        3718.00000000000     
   3659.00000000000        3625.00000000000        3617.00000000000     
   3557.00000000000        3518.00000000000        3321.00000000000     
   3291.00000000000        3235.00000000000        3227.00000000000     
   3021.00000000000        2881.00000000000        2583.00000000000     
